Unnamed: 0,site_url,page_url,src,alt,model_alts,img_address
17,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits,https://naturalhistory.si.edu/sites/default/files/styles/exhibit/public/media/image/180918monarchbutterflyrosapinedasmithsonianbutterfly-15.jpg.webp?itok=5Cnkrg-I,Monarch butterfly sitting on a pink flower.,['a monarch butterfly sits on some pink flowers'],images/image_17.png
18,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits,https://naturalhistory.si.edu/sites/default/files/styles/exhibit/public/media/image/nhb2017-000221.jpg.webp?itok=Q8SndU-h,A fossilized T. rex biting a triceratops,['an image of a dinosaur skeleton on a black background'],images/image_18.png
19,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits,https://naturalhistory.si.edu/sites/default/files/styles/exhibit/public/media/image/1809111400x930wolfspider-rosapineda-smithsonianrp-8-2.jpg.webp?itok=5ViO7yJe,Wolf spider,"[""a close up of a spider's face on a black background""]",images/image_19.png
20,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits,https://naturalhistory.si.edu/sites/default/files/styles/exhibit/public/media/image/t-rex-vs-triceratops.png.webp?itok=QPm9NBBN,Tyrannosaurus rex attacking a Triceratops,['a dinosaur skeleton is on display in a museum'],images/image_20.png
21,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits,https://naturalhistory.si.edu/sites/default/files/styles/circle/public/media/image/henry.jpg.webp?itok=McIUgnBE,Henry the elephant front view on new platform in Rotunda ,['a statue of an elephant in the middle of a museum'],images/image_21.png
22,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits,https://naturalhistory.si.edu/sites/default/files/styles/circle/public/media/image/africanvoicesteaser2.png.webp?itok=pLz42zmd,a bird flying out of a cage,['a painting of birds in a cage with a bird in the cage'],images/image_22.png
23,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits,https://naturalhistory.si.edu/sites/default/files/styles/circle/public/media/image/screen-shot-2022-08-18-32308-pm0.png.webp?itok=yEpWoGRz,Black and Yellow Tucan in tree,['a colorful toucan perched on a tree branch'],images/image_23.png
24,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits,https://naturalhistory.si.edu/sites/default/files/styles/circle/public/media/image/bone-halteaser.jpg.webp?itok=eDgESnfs,a bird skeleton,['an image of a bird skeleton with a long neck'],images/image_24.png
25,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits,https://naturalhistory.si.edu/sites/default/files/styles/circle/public/media/image/180918monarchbutterflyrosapinedasmithsonianbutterfly-15.jpg.webp?itok=0LzmDVci,Monarch butterfly sitting on a pink flower.,['a monarch butterfly is sitting on some pink flowers'],images/image_25.png
26,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits,https://naturalhistory.si.edu/sites/default/files/styles/circle/public/media/image/nhb2017-000221.jpg.webp?itok=XhojSh3M,A fossilized T. rex biting a triceratops,['an image of a dinosaur skeleton with a knife'],images/image_26.png
27,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits,https://naturalhistory.si.edu/sites/default/files/styles/circle/public/media/image/hoteaser2.jpg.webp?itok=e6E12Thn,An illustration of a human ancestor,['a painting of a man with dreadlocks in front of a mountain'],images/image_27.png
28,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits,https://naturalhistory.si.edu/sites/default/files/styles/circle/public/media/image/ancientegyptteaser.png.webp?itok=31KUOnN6,a sarcophagus ,['an egyptian statue is on display in front of a black background'],images/image_28.png
29,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits,https://naturalhistory.si.edu/sites/default/files/styles/circle/public/media/image/78-7006.jpg.webp?itok=seWvIYrS,"four colorful (green, yellow, red, and pink) gems on black background ",['a group of different colored gems on a black background'],images/image_29.png
30,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits,https://naturalhistory.si.edu/sites/default/files/styles/circle/public/media/image/leopard.jpg.webp?itok=A4g6FqSH,cheetah on branch with other animal,['a leopard and gazelle on a branch in a museum'],images/image_30.png
31,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits,https://naturalhistory.si.edu/sites/default/files/styles/circle/public/media/image/pr-lightsout-56-entry2-nik6807p-babaktafreshi-twan.jpg.webp?itok=DW35nh9v,a bright halo of stars over a dark landscape ,"['the milky way over alabaster, california - milky way stock videos & royalty-free footage']",images/image_31.png
32,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits,https://naturalhistory.si.edu/sites/default/files/styles/circle/public/media/image/megteaser.jpg.webp?itok=sQgJpFXE,An image of the megalodon model hanging from the ceiling of the Natural History Museum.,['a large shark with its mouth open in a museum'],images/image_32.png
33,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits,https://naturalhistory.si.edu/sites/default/files/styles/circle/public/media/image/notb-collage-2.jpg.webp?itok=YI_3zQh-,a collage of 7 images with a variety of books ,"['a collage of images including books, paintings, and other items']",images/image_33.png
34,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits,https://naturalhistory.si.edu/sites/default/files/styles/circle/public/media/image/1809111400x930wolfspider-rosapineda-smithsonianrp-8-2.jpg.webp?itok=a-rYGhfW,Wolf spider,['a close up of a spider with large eyes'],images/image_34.png
35,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits,https://naturalhistory.si.edu/sites/default/files/styles/circle/public/media/image/lapislazuli2.jpg.webp?itok=l3z1FIb9,a large piece of blue lapis lazuli,['a blue stone on a pedestal with a purple background'],images/image_35.png
36,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits,https://naturalhistory.si.edu/sites/default/files/styles/circle/public/media/image/brandon-b-sign-20.jpeg.webp?itok=-0IVBNXK,a black man with orange hair kneeling under giant sunflower with a sign reads nature is the pillar of community,['a man kneeling in front of sunflowers with a sign'],images/image_36.png
37,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits,https://naturalhistory.si.edu/sites/default/files/styles/circle/public/media/image/children-qrius-jrpaulfettersnmnh1807141457.jpg.webp?itok=xdvQnIXd,Two young girls in white lab coats use a hand lens to examine models of fossils at a table in Q?rius jr. – a discovery room.,['two girls in white lab coats looking at an animal skull'],images/image_37.png
38,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits,https://naturalhistory.si.edu/sites/default/files/styles/circle/public/media/image/1607281600x1067schoolprograms3o0a0239jennifer-renterianmnh.jpg.webp?itok=K2yZfHuE,"Students examine Museum collection objects as part of a Q?rius school program. Photo by Jennifer Renteria, Smithsonian.",['a group of people looking at items in a store'],images/image_38.png
39,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits,https://naturalhistory.si.edu/sites/default/files/styles/circle/public/media/image/santoceanhall.jpg.webp?itok=VI_40Huk,a right whale hangs in the ocean hall,['a large blue whale with its mouth open in a museum'],images/image_39.png
40,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits,https://naturalhistory.si.edu/sites/default/files/styles/circle/public/media/image/mosasaur.jpg.webp?itok=wqX9lItl,A mosasaur swims with sharks,['an image of a shark swimming in the ocean'],images/image_40.png
41,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits,https://naturalhistory.si.edu/sites/default/files/styles/circle/public/media/image/sw-corner-display.jpg.webp?itok=1kIGUWwG,several plants in the corner of the lounge with panels describing how plants get around,['various plants are displayed on a table in a museum'],images/image_41.png
42,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits,https://naturalhistory.si.edu/sites/default/files/styles/circle/public/media/image/t-rex-vs-triceratops.png.webp?itok=shXoOTmk,Tyrannosaurus rex attacking a Triceratops,['a large dinosaur skeleton is on display in a museum'],images/image_42.png
43,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits,https://naturalhistory.si.edu/sites/default/files/styles/featured/public/media/image/henry.jpg.webp?itok=3YgviVvU,Henry the elephant front view on new platform in Rotunda ,['a statue of an elephant in the middle of a museum'],images/image_43.png
44,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits,https://naturalhistory.si.edu/sites/default/files/styles/featured/public/media/image/africanvoicesteaser2.png.webp?itok=kUS2JG32,a bird flying out of a cage,['a painting of a bird in a cage on a green background'],images/image_44.png
45,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits,https://naturalhistory.si.edu/sites/default/files/styles/featured/public/media/image/screen-shot-2022-08-18-32308-pm0.png.webp?itok=zwLpQ3eE,Black and Yellow Tucan in tree,['a colorful toucan perched on a tree branch'],images/image_45.png
46,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits,https://naturalhistory.si.edu/sites/default/files/styles/featured/public/media/image/bone-halteaser.jpg.webp?itok=0v-e4rar,a bird skeleton,['an image of a bird skeleton with a long neck'],images/image_46.png
47,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits,https://naturalhistory.si.edu/sites/default/files/styles/featured/public/media/image/180918monarchbutterflyrosapinedasmithsonianbutterfly-15.jpg.webp?itok=W3qnzEnD,Monarch butterfly sitting on a pink flower.,['a monarch butterfly sits on some pink flowers'],images/image_47.png
48,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits,https://naturalhistory.si.edu/sites/default/files/styles/featured/public/media/image/nhb2017-000221.jpg.webp?itok=slNts9cl,A fossilized T. rex biting a triceratops,['an image of a dinosaur skeleton with a sword'],images/image_48.png
49,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits,https://naturalhistory.si.edu/sites/default/files/styles/featured/public/media/image/hoteaser2.jpg.webp?itok=Oq5qV8fj,An illustration of a human ancestor,['a painting of a man with dreadlocks and a mountain in the background'],images/image_49.png
50,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits,https://naturalhistory.si.edu/sites/default/files/styles/featured/public/media/image/ancientegyptteaser.png.webp?itok=RDNF_Xac,a sarcophagus ,"[""an ancient egyptian woman's headdress is on display in a museum""]",images/image_50.png
51,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits,https://naturalhistory.si.edu/sites/default/files/styles/featured/public/media/image/78-7006.jpg.webp?itok=sgaSVXPe,"four colorful (green, yellow, red, and pink) gems on black background ",['four different colored gems are shown on a black background'],images/image_51.png
52,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits,https://naturalhistory.si.edu/sites/default/files/styles/featured/public/media/image/leopard.jpg.webp?itok=Gq0_6F0n,cheetah on branch with other animal,['a leopard resting on a tree branch next to a deer'],images/image_52.png
53,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits,https://naturalhistory.si.edu/sites/default/files/styles/featured/public/media/image/pr-lightsout-56-entry2-nik6807p-babaktafreshi-twan.jpg.webp?itok=LHvAOOF9,a bright halo of stars over a dark landscape ,['the milky way over a mountain range with rocks in the foreground'],images/image_53.png
54,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits,https://naturalhistory.si.edu/sites/default/files/styles/featured/public/media/image/megteaser.jpg.webp?itok=lRSyAVfu,An image of the megalodon model hanging from the ceiling of the Natural History Museum.,['great white shark at the museum of natural history in new york city'],images/image_54.png
55,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits,https://naturalhistory.si.edu/sites/default/files/styles/featured/public/media/image/notb-collage-2.jpg.webp?itok=7mvb5CKf,a collage of 7 images with a variety of books ,"['a collage of pictures including a painting, a butterfly, and other items']",images/image_55.png
56,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits,https://naturalhistory.si.edu/sites/default/files/styles/featured/public/media/image/1809111400x930wolfspider-rosapineda-smithsonianrp-8-2.jpg.webp?itok=No8kxMxz,Wolf spider,['a close up photo of a spider on a black background'],images/image_56.png
57,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits,https://naturalhistory.si.edu/sites/default/files/styles/featured/public/media/image/lapislazuli2.jpg.webp?itok=qTka5wlf,a large piece of blue lapis lazuli,['lapis lazuli lapis lazuli lapis lazuli lapis lazuli lapis lazuli lapis lazuli lapis lazuli lapis'],images/image_57.png
58,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits,https://naturalhistory.si.edu/sites/default/files/styles/featured/public/media/image/brandon-b-sign-20.jpeg.webp?itok=8o0HnL28,a black man with orange hair kneeling under giant sunflower with a sign reads nature is the pillar of community,['a man kneeling in front of a garden holding a sign'],images/image_58.png
59,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits,https://naturalhistory.si.edu/sites/default/files/styles/featured/public/media/image/children-qrius-jrpaulfettersnmnh1807141457.jpg.webp?itok=aZoEUl9u,Two young girls in white lab coats use a hand lens to examine models of fossils at a table in Q?rius jr. – a discovery room.,['two girls in white lab coats looking at an animal skull'],images/image_59.png
60,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits,https://naturalhistory.si.edu/sites/default/files/styles/featured/public/media/image/1607281600x1067schoolprograms3o0a0239jennifer-renterianmnh.jpg.webp?itok=7u1Gf56K,"Students examine Museum collection objects as part of a Q?rius school program. Photo by Jennifer Renteria, Smithsonian.",['a group of people looking at items in a museum'],images/image_60.png
61,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits,https://naturalhistory.si.edu/sites/default/files/styles/featured/public/media/image/santoceanhall.jpg.webp?itok=YQcnko2S,a right whale hangs in the ocean hall,['a whale with its mouth open in a museum'],images/image_61.png
62,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits,https://naturalhistory.si.edu/sites/default/files/styles/featured/public/media/image/mosasaur.jpg.webp?itok=X2QwkbI0,A mosasaur swims with sharks,['an image of an orca and a shark in the ocean'],images/image_62.png
63,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits,https://naturalhistory.si.edu/sites/default/files/styles/featured/public/media/image/sw-corner-display.jpg.webp?itok=-mTEarQ-,several plants in the corner of the lounge with panels describing how plants get around,['various plants are displayed on display in a museum'],images/image_63.png
64,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits,https://naturalhistory.si.edu/sites/default/files/styles/featured/public/media/image/t-rex-vs-triceratops.png.webp?itok=8jv1DnY0,Tyrannosaurus rex attacking a Triceratops,['a dinosaur skeleton is on display in a museum'],images/image_64.png
65,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits,https://naturalhistory.si.edu/sites/default/files/styles/circle/public/media/image/cellphone-roundel-and-week-signs-010.png.webp?itok=X1Ys7htC,cellphone unseen connections in white over image of smartphone showing pictures of a another phone of another phone,['cellphone unseen connections'],images/image_65.png
66,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/anthropology/programs/repatriation-office/repatriation-review-committee/committee-members,https://naturalhistory.si.edu/sites/default/files/media/image/si-logo-white.png,Smithsonian Logo white,['a black and white logo with the word smithsonian on it'],images/image_66.png
67,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/anthropology/programs/repatriation-office/repatriation-review-committee/committee-members,https://naturalhistory.si.edu/sites/default/files/styles/page_hero/public/media/image/e200460-shoshone-drum.jpg.webp?itok=my6wzYIR,Shoshone Dance Shield E200460 ,['a native american painted paddle with two deer on it'],images/image_67.png
68,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/anthropology/programs/repatriation-office/repatriation-review-committee/committee-members,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/j-arsenault-4.jpg.webp?itok=UUBnmbYv,Jaime Arsenault,['a woman in a business suit smiling at the camera'],images/image_68.png
69,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/anthropology/programs/repatriation-office/repatriation-review-committee/committee-members,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/irene-dundas0.png.webp?itok=QLnFnzvw,Irene Dundas,['a woman with long black hair standing in front of a painting'],images/image_69.png
70,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/anthropology/programs/repatriation-office/repatriation-review-committee/committee-members,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/darlenemiller2016.jpg.webp?itok=64uJrMsr,Darlene Miller-draft,['an older woman with white hair wearing sunglasses'],images/image_70.png
71,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/anthropology/programs/repatriation-office/repatriation-review-committee/committee-members,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/george-milner-2.jpg.webp?itok=KeiZ_4oz,George Milner,['a man with glasses and a beard wearing a hawaiian shirt'],images/image_71.png
72,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/anthropology/programs/repatriation-office/repatriation-review-committee/committee-members,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/bonniestyles-2018.jpg.webp?itok=T_sYKanj,Bonnie Styles,['a smiling woman wearing glasses and a blue shirt'],images/image_72.png
73,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/anthropology/programs/repatriation-office/repatriation-review-committee/committee-members,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/vincas-steponaitis-2.jpg.webp?itok=QPHodQFE,Vincas Steponaitis,['a close up of a man in a blue shirt and tie'],images/image_73.png
74,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/anthropology/programs/repatriation-office/repatriation-review-committee/committee-members,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/placeholder-person-vector-transparent.png.webp?itok=ZVlmxD7w,Placeholder for person,['a black and white avatar icon on a transparent background'],images/image_74.png
75,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/anthropology/programs/repatriation-office/repatriation-review-committee/committee-members/ian-thompson,https://naturalhistory.si.edu/sites/default/files/media/image/si-logo-white.png,Smithsonian Logo white,['a black and white logo with the word smithsonian on it'],images/image_75.png
76,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/anthropology/programs/repatriation-office/repatriation-review-committee/committee-members/ian-thompson,https://naturalhistory.si.edu/sites/default/files/styles/page_hero/public/media/image/e200460-shoshone-drum.jpg.webp?itok=my6wzYIR,Shoshone Dance Shield E200460 ,['a native american painted paddle with two deer on it'],images/image_76.png
77,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/anthropology/programs/repatriation-office/repatriation-review-committee/committee-members/ian-thompson,https://naturalhistory.si.edu/sites/default/files/styles/wysiwyg/public/media/image/ian-thompson2014_0.jpg.webp?itok=omb3soJE,Ian Thompson,['a man in a blue and white checkered shirt'],images/image_77.png
78,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/smithsonian-marine-station/news/bringing-sea-schools,https://naturalhistory.si.edu/sites/default/files/media/image/si-logo-white.png,Smithsonian Logo white,['a black and white logo with the word smithsonian on it'],images/image_78.png
79,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/smithsonian-marine-station/news/bringing-sea-schools,https://naturalhistory.si.edu/sites/default/files/styles/wysiwyg/public/media/image/examining-shark-jaw-3804.jpg.webp?itok=5aSL__DB,Kids examine shark jaw,['two girls sitting at a table with a toothbrush in their hands'],images/image_79.png
80,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/smithsonian-marine-station/news/bringing-sea-schools,https://naturalhistory.si.edu/sites/default/files/styles/wysiwyg/public/media/image/shells-1-4335.jpg.webp?itok=9EpDoxM_,Shelf of shells 1,['various shells are displayed on shelves in a museum'],images/image_80.png
81,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/smithsonian-marine-station/news/bringing-sea-schools,https://naturalhistory.si.edu/sites/default/files/styles/wysiwyg/public/media/image/rachel-rigolosi.jpg.webp?itok=7bdU0aNy,Rachel Rigolosi,['a woman stands in front of a classroom full of students'],images/image_81.png
82,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/anthropology/programs/repatriation-office/repatriation-review-committee/committee-members/bonnie-styles,https://naturalhistory.si.edu/sites/default/files/media/image/si-logo-white.png,Smithsonian Logo white,['a black and white logo with the word smithsonian on it'],images/image_82.png
83,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/anthropology/programs/repatriation-office/repatriation-review-committee/committee-members/bonnie-styles,https://naturalhistory.si.edu/sites/default/files/styles/page_hero/public/media/image/e200460-shoshone-drum.jpg.webp?itok=my6wzYIR,Shoshone Dance Shield E200460 ,['a native american painted paddle with two deer on it'],images/image_83.png
84,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/anthropology/programs/repatriation-office/repatriation-review-committee/committee-members/bonnie-styles,https://naturalhistory.si.edu/sites/default/files/styles/wysiwyg/public/media/image/bonniestyles-2018.jpg.webp?itok=Apdtb8ol,Bonnie Styles,['a smiling woman wearing glasses and a blue shirt'],images/image_84.png
85,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/anthropology/programs/repatriation-office/repatriation-review-committee/committee-members/vincas-steponaitis,https://naturalhistory.si.edu/sites/default/files/media/image/si-logo-white.png,Smithsonian Logo white,['a black and white logo with the word smithsonian on it'],images/image_85.png
86,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/anthropology/programs/repatriation-office/repatriation-review-committee/committee-members/vincas-steponaitis,https://naturalhistory.si.edu/sites/default/files/styles/page_hero/public/media/image/e200460-shoshone-drum.jpg.webp?itok=my6wzYIR,Shoshone Dance Shield E200460 ,['a native american painted paddle with two deer on it'],images/image_86.png
87,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/anthropology/programs/repatriation-office/repatriation-review-committee/committee-members/vincas-steponaitis,https://naturalhistory.si.edu/sites/default/files/styles/wysiwyg/public/media/image/vincas-steponaitis-2.jpg.webp?itok=MmlMvViU,Vincas Steponaitis,['a man with glasses and a tie sitting in front of bookshelves'],images/image_87.png
88,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/anthropology/programs/repatriation-office/repatriation-review-committee/committee-members/darlene-miller,https://naturalhistory.si.edu/sites/default/files/media/image/si-logo-white.png,Smithsonian Logo white,['a black and white logo with the word smithsonian on it'],images/image_88.png
89,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/anthropology/programs/repatriation-office/repatriation-review-committee/committee-members/darlene-miller,https://naturalhistory.si.edu/sites/default/files/styles/page_hero/public/media/image/e200460-shoshone-drum.jpg.webp?itok=my6wzYIR,Shoshone Dance Shield E200460 ,['a native american painted paddle with two deer on it'],images/image_89.png
90,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/anthropology/programs/repatriation-office/repatriation-review-committee/committee-members/darlene-miller,https://naturalhistory.si.edu/sites/default/files/styles/wysiwyg/public/media/image/darlenemiller2016.jpg.webp?itok=_2TRdZFS,Darlene Miller-draft,['a woman with white hair wearing sunglasses and a necklace'],images/image_90.png
91,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/anthropology/programs/repatriation-office/repatriation-review-committee/committee-members/george-milner,https://naturalhistory.si.edu/sites/default/files/media/image/si-logo-white.png,Smithsonian Logo white,['a black and white logo with the word smithsonian on it'],images/image_91.png
